SMILES,MHFP,first_class,second_class,type,num_id,chain_type,carbon_chain_length,ring_size,functional_group,CF2,CF3,CFX,cf_length,group_id,predicted_toxicity,Uncertainty
O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38710845 104111782  97181807 ... 307714696 281920279 151237944],PFAA precursors,Acid chloride,2,1931,straight,8.0,,Halogen,6,1,0,7,PFAA precursors_Acid chloride_straight_8.0_Halogen_NA_CF2_6_CF3_1_CFX_0,2.538464,0.25293967
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 58689828 196028059 107816900 ... 242954790 101296679 110864490],PFAAs,PFECAs,1,1932,straight,8.0,,Carboxylic Acid,6,1,0,7,PFAAs_PFECAs_straight_8.0_Carboxylic Acid_NA_CF2_6_CF3_1_CFX_0,3.379849,0.22166076
CCSc1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,[ 25127141  49018156  63360499 ...  63751395 401747255 233420030],Other PFASs,Aromatic PFASs,4,1933,cyclic,,6.0,Carboxylic Acid,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_0_CF3_2_CFX_1,3.0776148,0.25755325
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,SFAs,2,1934,straight,14.0,,None,6,1,0,7,PFAA precursors_SFAs_straight_14.0_Unknown_NA_CF2_6_CF3_1_CFX_0,2.8884985,0.25029007
CCCCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,1935,straight,28.0,,Halogen,7,1,0,8,Other PFASs_Polyfluoroalkanes_straight_28.0_Halogen_NA_CF2_7_CF3_1_CFX_0,2.9972396,0.25951067
O=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,[294229926 310083695  11781626 ... 558891155 105626007  24279956],PFAA precursors,PFAKs,2,1936,branched,5.0,,ketone,0,3,1,4,PFAA precursors_PFAKs_branched_5.0_Unknown_NA_CF2_0_CF3_3_CFX_1,2.2502627,0.255858
CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1SCC(C)C,[ 52793636  34348060  63360499 ... 183967038 277926551  11852866],Other PFASs,Aromatic PFASs,4,1937,cyclic,,6.0,Carboxylic Acid,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_0_CF3_2_CFX_1,2.5228183,0.24656057
O=C(O)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,[337280527 263910993  92943922 ... 240306396 212425863 157289858],PFAAs,PFCAs,1,1938,branched,8.0,,Carboxylic Acid,0,5,0,5,PFAAs_PFCAs_branched_8.0_Carboxylic Acid_NA_CF2_0_CF3_5_CFX_0,3.032221,0.25648662
OC(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[230466123 104111782  97181807 ... 215679073 281920279  29516144],Other PFASs,Aromatic PFASs,4,1939,cyclic,,6.0,Alcohol,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Alcohol_6.0_CF2_7_CF3_1_CFX_0,3.296888,0.25474408
O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[174296072  88536630  14985936 ... 155853978  31600839 151237944],PFAAs,PFSIAs,1,1940,straight,7.0,,Sulfoxide,6,1,0,7,PFAAs_PFSIAs_straight_7.0_Sulfoxide_NA_CF2_6_CF3_1_CFX_0,4.144885,0.26687804
O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)c1ccccc1S(=O)(=O)O,[ 35941647 111849923  17313015 ... 210694286 240371511  29516144],Other PFASs,Aromatic PFASs,4,1941,cyclic,,6.0,Ester,6,0,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_6.0_CF2_6_CF3_0_CFX_0,2.3554888,0.2206773
CCCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[217845993 215423514 107816900 ...  88808901  43796935  98778836],PFAA precursors,PolyFEACs,2,1942,branched,20.0,,Alcohol,6,2,1,9,PFAA precursors_PolyFEACs_branched_20.0_Alcohol_NA_CF2_6_CF3_2_CFX_1,4.635945,0.25461945
O=C(CCCCC(=O)OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  97181807 ...  58849484  43796935 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,1943,straight,28.0,,Ester,14,2,0,16,Polyfluoroalkyl acids_PolyFCA derivatives_straight_28.0_Ester_NA_CF2_14_CF3_2_CFX_0,4.878106,0.25512996
CNc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452  96422459 101645676 ... 271750425 111393351 107724166],Other PFASs,Aromatic PFASs,4,1944,cyclic,,6.0,Amine,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_3_CF3_1_CFX_0,3.1085944,0.25419074
CC(C)COC(=O)C(CC(C(=O)OCC(C)C)C(=O)OCC(C)C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312   8492060 107816900 ...  36440206 244766615 108474474],Other PFASs,Amide derivatives,4,1945,branched,22.0,,Ester,2,1,0,3,Other PFASs_Amide derivatives_branched_22.0_Ester_NA_CF2_2_CF3_1_CFX_0,1.5567721,0.16291209
O=C(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060  12560177 ... 194511214  15151879 151237944],"Other PFASs, cyclic","Amide derivatives, cyclic",4,1946,cyclic,,6.0,Ether,5,1,0,6,"Other PFASs, cyclic_Amide derivatives, cyclic_cyclic_NA_Ether_6.0_CF2_5_CF3_1_CFX_0",2.7379735,0.2548203
CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  55547398  97181807 ... 129030002 124409255 151237944],PFAA precursors,PFAK derivatives,2,1947,straight,6.0,,ketone,3,1,0,4,PFAA precursors_PFAK derivatives_straight_6.0_Unknown_NA_CF2_3_CF3_1_CFX_0,2.6960764,0.25573498
FC(F)(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  63064138 ... 171882282  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,1948,straight,8.0,,Halogen,6,1,0,7,Other PFASs_Polyfluoroalkanes_straight_8.0_Halogen_NA_CF2_6_CF3_1_CFX_0,2.4780421,0.25471258
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  85244370  18439196 ...  15279529  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,1949,straight,23.0,,Ester,17,1,0,18,PFAA precursors_n:2 fluorotelomer-based substances_straight_23.0_Ester_NA_CF2_17_CF3_1_CFX_0,4.8258023,0.24980679
O=C(/C=C/C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 14630029  78691711  97181807 ... 291378977  48749239  64829236],Polyfluoroalkyl acids,PolyFCA derivatives,3,1950,straight,20.0,,Ester,14,2,0,16,Polyfluoroalkyl acids_PolyFCA derivatives_straight_20.0_Ester_NA_CF2_14_CF3_2_CFX_0,3.5251179,0.17978364
FC(F)(F)C(I)CC(F)(C(F)(F)F)C(F)(F)F,[308643836  57334737 232751249 ...  48551759  52429719 152353438],Other PFASs,Polyfluoroalkanes,4,1951,branched,6.0,,Halogen,0,3,1,4,Other PFASs_Polyfluoroalkanes_branched_6.0_Halogen_NA_CF2_0_CF3_3_CFX_1,2.1910605,0.2559125
CSc1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,[ 52793636 191941852  63360499 ...  63751395 401747255  19947800],Other PFASs,Aromatic PFASs,4,1952,cyclic,,6.0,Carboxylic Acid,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_0_CF3_2_CFX_1,3.005006,0.25425607
N#Cc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452 107055568  17313015 ... 187714554 107222071  29302852],Other PFASs,Aromatic PFASs,4,1953,cyclic,,6.0,Sulfonate Ester,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Sulfonate Ester_6.0_CF2_3_CF3_1_CFX_0,3.4663413,0.2586089
OC(CBr)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  38955170 107816900 ... 186412826 103665623 128809922],PFAA precursors,PolyFACs,2,1954,branched,7.0,,Alcohol,3,2,0,5,PFAA precursors_PolyFACs_branched_7.0_Alcohol_NA_CF2_3_CF3_2_CFX_0,2.777759,0.25455186
CC1CCC(C(F)(C(F)(F)F)C(F)(F)F)C(O)C1,[192331950    251635  26502836 ... 160236617 417101319  81234300],"Other PFASs, cyclic","others, cyclic",4,1955,cyclic,,6.0,Alcohol,0,2,1,3,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Alcohol_6.0_CF2_0_CF3_2_CFX_1",2.4760656,0.25749388
CCN(CCOP(=O)(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818  55416695 151237944],PFAA precursors,PASF-based substances,2,1956,straight,36.0,,Amine,21,3,0,24,PFAA precursors_PASF-based substances_straight_36.0_Amine_NA_CF2_21_CF3_3_CFX_0,7.158866,0.21044496
OCc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,[343908383 149299984 232751249 ... 581763526   6451911  55994378],Other PFASs,Aromatic PFASs,4,1957,cyclic,,6.0,Alcohol,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Alcohol_6.0_CF2_0_CF3_2_CFX_1,2.4260633,0.25107378
CCOC(=O)C(CC(=O)O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312   8492060  14316170 ... 194511214 128582311 151237944],Other PFASs,Amide derivatives,4,1958,straight,10.0,,Carboxylic Acid,2,1,0,3,Other PFASs_Amide derivatives_straight_10.0_Carboxylic Acid_NA_CF2_2_CF3_1_CFX_0,1.5745583,0.16215482
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccc(P(c2cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c2cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c1,[115611454 104111782  26425151 ... 154732742 281920279 107724166],Other PFASs,Aromatic PFASs,4,1959,cyclic,,6.0,Aromatic,21,3,0,24,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_21_CF3_3_CFX_0,6.050344,0.25089327
CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  18439196 ...  15279529  43796935 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,1960,straight,10.0,,Ester,5,1,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_straight_10.0_Ester_NA_CF2_5_CF3_1_CFX_0,3.0569293,0.2542978
N#CC(F)(C(F)(F)F)C(F)(F)F,[186648780 205301672 232751249 ... 611624164  36637223 261466434],Other PFASs,others,4,1961,branched,4.0,,Nitrile,0,2,1,3,Other PFASs_others_branched_4.0_Nitrile_NA_CF2_0_CF3_2_CFX_1,1.7709155,0.21387924
O=C(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465  90791381 107816900 ...  65408281  23638503  71007262],PFAA precursors,PAECFs,2,1962,straight,6.0,,Ether,2,2,2,6,PFAA precursors_PAECFs_straight_6.0_Ether_NA_CF2_2_CF3_2_CFX_2,4.4386873,0.27413532
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  85821563  97181807 ...  65874932 281920279 151237944],PFAA precursors,PFAenes,2,1963,straight,10.0,,Double bond,8,1,1,10,PFAA precursors_PFAenes_straight_10.0_Unknown_NA_CF2_8_CF3_1_CFX_1,2.9735816,0.25320178
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCBr,[250618452 104111782  97181807 ...  16631887 223519367 151237944],Other PFASs,Polyfluoroalkanes,4,1964,straight,8.0,,Halogen,3,1,0,4,Other PFASs_Polyfluoroalkanes_straight_8.0_Halogen_NA_CF2_3_CF3_1_CFX_0,2.358725,0.25047013
O=C1C2C3C=CC(C3)C2C(=O)N1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 107055568  17313015 ...  87223440  40311735  29302852],"PFAA precursors, cyclic","PASF-based substances, cyclic",2,1965,cyclic,,5.0,Amine,3,1,0,4,"PFAA precursors, cyclic_PASF-based substances, cyclic_cyclic_NA_Amine_5.0_CF2_3_CF3_1_CFX_0",2.3251987,0.22049887
Fc1c(F)c(C(F)(C(F)(F)F)C(F)(F)F)c(F)c(F)c1C(Cl)(Cl)Cl,[111000236  11012944 232751249 ...  44070976 391690167 169374042],Other PFASs,Aromatic PFASs,4,1966,cyclic,,6.0,Halogen,0,2,5,7,Other PFASs_Aromatic PFASs_cyclic_NA_Halogen_6.0_CF2_0_CF3_2_CFX_5,3.8283396,0.2649581
O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,[250618452  93916380  92943922 ... 240306396  68472071  73407762],PFAAs,PFCAs,1,1967,branched,8.0,,Carboxylic Acid,1,4,1,6,PFAAs_PFCAs_branched_8.0_Carboxylic Acid_NA_CF2_1_CF3_4_CFX_1,2.5804873,0.25389862
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  52429719 151237944],Other PFASs,Polyfluoroalkanes,4,1968,straight,15.0,,Halogen,6,2,0,8,Other PFASs_Polyfluoroalkanes_straight_15.0_Halogen_NA_CF2_6_CF3_2_CFX_0,2.7779024,0.25583285
OCC(I)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[162730846 104111782  97181807 ... 330153186  14046279  62965086],PFAA precursors,PolyFAC derivatives,2,1969,straight,9.0,,Alcohol,5,1,0,6,PFAA precursors_PolyFAC derivatives_straight_9.0_Alcohol_NA_CF2_5_CF3_1_CFX_0,2.4977963,0.24823493
COc1ccc(CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1OC,[250618452   8492060 107816900 ... 194511214 121324823 151237944],Other PFASs,Aromatic PFASs,4,1970,cyclic,,6.0,Ether,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_2_CF3_1_CFX_0,2.6949985,0.25570092
O=C(O)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[149537069 215423514  95264338 ... 244759987  68472071 150964318],PFAAs,PFCAs,1,1971,branched,8.0,,Carboxylic Acid,2,3,2,7,PFAAs_PFCAs_branched_8.0_Carboxylic Acid_NA_CF2_2_CF3_3_CFX_2,3.0413384,0.2582894
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Perfluoroalkanes,4,1972,straight,6.0,,None,4,2,0,6,Other PFASs_Perfluoroalkanes_straight_6.0_Unknown_NA_CF2_4_CF3_2_CFX_0,2.298803,0.25515947
Nc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452  79512453 107816900 ... 321796966 111393351 107724166],Other PFASs,Aromatic PFASs,4,1973,cyclic,,6.0,Amine,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_3_CF3_1_CFX_0,2.9226763,0.25598004
Nc1ccccc1C(F)(C(F)(F)F)C(F)(F)F,[138816069  79512453 191833959 ... 215679073 107767783  29516144],Other PFASs,Aromatic PFASs,4,1974,cyclic,,6.0,Amine,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_0_CF3_2_CFX_1,2.4777238,0.25421816
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  17313015 ... 155853978 281920279 151237944],PFAA precursors,PASFs,2,1975,straight,8.0,,Sulfone,7,1,0,8,PFAA precursors_PASFs_straight_8.0_Sulfone_NA_CF2_7_CF3_1_CFX_0,3.5574605,0.25935167
CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  14316170 ... 171882282  43796935 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,1976,straight,10.0,,Ester,5,1,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_straight_10.0_Ester_NA_CF2_5_CF3_1_CFX_0,2.3668053,0.22842921
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCC1CO1,[250618452 104111782  97181807 ...  67219091 281920279 151237944],"PFAA precursors, cyclic","HFEs, cyclic",2,1977,cyclic,,3.0,Ether,3,1,0,4,"PFAA precursors, cyclic_HFEs, cyclic_cyclic_NA_Ether_3.0_CF2_3_CF3_1_CFX_0",4.0667734,0.265997
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[  1426846 154242801 107816900 ... 207038152  47326567  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,1978,branched,11.0,,Ester,6,0,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_branched_11.0_Ester_NA_CF2_6_CF3_0_CFX_0,2.393052,0.21465896
CN(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   1815513  17313015 ... 171882282  43796935  27743636],Other PFASs,others,4,1979,straight,13.0,,Amine,5,1,0,6,Other PFASs_others_straight_13.0_Amine_NA_CF2_5_CF3_1_CFX_0,2.7136028,0.23382446
C=CC(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465  90791381 107816900 ... 186412826  23638503  71007262],Polyfluoroalkyl acids,PolyFCA derivatives,3,1980,branched,11.0,,Ester,2,4,1,7,Polyfluoroalkyl acids_PolyFCA derivatives_branched_11.0_Ester_NA_CF2_2_CF3_4_CFX_1,6.8403454,0.29793668
O=C1c2ccccc2C(=O)c2c(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cccc21,[78370522  8492060 41603599 ... 54552999 22037863 29516144],Other PFASs,Aromatic PFASs,4,1981,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,2.1250644,0.25196046
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,[198202562 196028059  11501872 ... 145799486 101296679  70269816],PFAA precursors,PolyFEACs,2,1982,straight,7.0,,Alcohol,5,1,0,6,PFAA precursors_PolyFEACs_straight_7.0_Alcohol_NA_CF2_5_CF3_1_CFX_0,3.1906512,0.24882832
FC(F)(F)C(F)(F)C(F)(F)c1cc2ccccc2[nH]1,[  6233941  39139378  63689098 ... 194445692  63876583   5446964],Other PFASs,Aromatic PFASs,4,1983,cyclic,,5.0,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_2_CF3_1_CFX_0,3.2822328,0.26313385
C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,[  1426846  33988699  17313015 ... 136323818 111393351  22160906],Other PFASs,Aromatic PFASs,4,1984,cyclic,,6.0,Ester,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_6.0_CF2_5_CF3_1_CFX_0,4.8679295,0.21094842
CC(=O)Nc1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452 246413116 107816900 ... 176223008  22685495  41236088],Other PFASs,Aromatic PFASs,4,1985,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,2.7544289,0.22774762
C=C1CN(C(C)=O)CC1CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 43491808   8135080  97181807 ... 159648353  22685495 151237944],"Other PFASs, cyclic","others, cyclic",4,1986,cyclic,,5.0,Amine,3,1,0,4,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Amine_5.0_CF2_3_CF3_1_CFX_0",1.9889488,0.18871363
O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[174296072  67733975  14985936 ... 253630925  31600839 151237944],PFAAs,PFSIAs,1,1987,straight,5.0,,Sulfoxide,4,1,0,5,PFAAs_PFSIAs_straight_5.0_Sulfoxide_NA_CF2_4_CF3_1_CFX_0,3.8921835,0.2671803
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,[ 83248298 104111782  82667786 ...  21131108  43796935 151237944],Other PFASs,Aromatic PFASs,4,1988,cyclic,,6.0,Aromatic,15,3,0,18,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_15_CF3_3_CFX_0,9.808792,0.30164313
O=S(=O)(Cl)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[ 73671004 104111782  16560844 ... 321796966 281920279 107724166],Other PFASs,Aromatic PFASs,4,1989,cyclic,,6.0,Halogen,6,1,0,7,Other PFASs_Aromatic PFASs_cyclic_NA_Halogen_6.0_CF2_6_CF3_1_CFX_0,3.973954,0.25756192
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)F,[  1426846 154242801  18439196 ...  15279529 207632695  22160906],PFAA precursors,n:2 fluorotelomer-based substances,2,1990,branched,9.0,,Ester,2,1,0,3,PFAA precursors_n:2 fluorotelomer-based substances_branched_9.0_Ester_NA_CF2_2_CF3_1_CFX_0,1.8101335,0.21281646
CCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672 107816900 ...  58849484  52429719 151237944],Other PFASs,Polyfluoroalkanes,4,1991,straight,10.0,,Halogen,2,1,0,3,Other PFASs_Polyfluoroalkanes_straight_10.0_Halogen_NA_CF2_2_CF3_1_CFX_0,2.129632,0.25227267
CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[169363306 505728944  92943922 ...  92201024 265190135 151237944],PFAA precursors,HFCs,2,1992,branched,7.0,,None,2,3,0,5,PFAA precursors_HFCs_branched_7.0_Unknown_NA_CF2_2_CF3_3_CFX_0,2.8696992,0.25758326
O=c1cc(C(F)(F)C(F)(F)C(F)(F)F)[nH]c(=S)[nH]1,[ 73410057  21313982 107816900 ... 194445692  63876583 107724166],Other PFASs,Aromatic PFASs,4,1993,cyclic,,6.0,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_2_CF3_1_CFX_0,4.001701,0.2708896
O=S(=O)(OCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 107055568  17313015 ...  25029786 107222071  24766088],PFAAs,PFSA derivatives,1,1994,straight,7.0,,Sulfonate Ester,4,2,0,6,PFAAs_PFSA derivatives_straight_7.0_Sulfonate Ester_NA_CF2_4_CF3_2_CFX_0,4.099717,0.2694907
O=C(F)C1(C(F)(F)F)OC(F)(F)C(F)(C(F)(F)F)O1,[   853465   9635651 108979564 ...  65408281  69108455  68678548],"PFAA precursors, cyclic","PAECFs, cyclic",2,1995,cyclic,,5.0,Ether,1,2,2,5,"PFAA precursors, cyclic_PAECFs, cyclic_cyclic_NA_Ether_5.0_CF2_1_CF3_2_CFX_2",2.9839368,0.21734741
FC(F)(F)C(F)(F)C(F)(F)CCCCI,[250618452 320786895 107816900 ...  16631887 281920279  24985098],Other PFASs,Polyfluoroalkanes,4,1996,straight,7.0,,Halogen,2,1,0,3,Other PFASs_Polyfluoroalkanes_straight_7.0_Halogen_NA_CF2_2_CF3_1_CFX_0,2.3087718,0.25522366
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,SFAs,2,1997,straight,24.0,,None,11,1,0,12,PFAA precursors_SFAs_straight_24.0_Unknown_NA_CF2_11_CF3_1_CFX_0,3.7143798,0.25246513
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  67733975  17313015 ... 253630925 281920279 151237944],PFAA precursors,PASFs,2,1998,straight,5.0,,Sulfone,4,1,0,5,PFAA precursors_PASFs_straight_5.0_Sulfone_NA_CF2_4_CF3_1_CFX_0,3.1525807,0.25991806
OCC(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 26971102  40824953  92825102 ... 401661047 281920279   5639700],PFAA precursors,n:2 fluorotelomer-based substances,2,1999,straight,15.0,,Alcohol,6,2,0,8,PFAA precursors_n:2 fluorotelomer-based substances_straight_15.0_Alcohol_NA_CF2_6_CF3_2_CFX_0,1.433223,0.13085017
